epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size
275	0.001702	30.328529	0.894373	0.85	0.00008459	progressive	192x384
276	0.001595	30.864064	0.892235	0.85	0.00008398	progressive	192x384
277	0.001821	31.163315	0.889504	0.84	0.00008336	progressive	192x384
278	0.001697	30.501161	0.889821	0.83	0.00008274	progressive	192x384
279	0.001595	31.478996	0.895701	0.84	0.00008213	progressive	192x384
280	0.001776	31.342122	0.893491	0.84	0.00008151	progressive	192x384
281	0.001583	29.749443	0.892641	0.83	0.00008090	progressive	192x384
282	0.001862	30.941777	0.891858	0.83	0.00008028	progressive	192x384
283	0.001631	31.255111	0.895213	0.83	0.00007967	progressive	192x384
284	0.001720	31.088118	0.891802	0.84	0.00007906	progressive	192x384
285	0.001714	30.778409	0.895585	0.84	0.00007845	progressive	192x384
286	0.001529	31.675204	0.894230	0.85	0.00007784	progressive	192x384
287	0.001421	31.493740	0.894920	0.85	0.00007723	progressive	192x384
288	0.001621	30.152882	0.895517	0.84	0.00007662	progressive	192x384
289	0.001695	30.960147	0.894129	0.84	0.00007601	progressive	192x384
290	0.001493	31.055772	0.894826	0.83	0.00007540	progressive	192x384
291	0.001524	30.220717	0.891348	0.85	0.00007480	progressive	192x384
292	0.001629	30.802766	0.894045	0.85	0.00007419	progressive	192x384
293	0.001663	31.487277	0.892575	0.84	0.00007359	progressive	192x384
294	0.001592	31.155786	0.894880	0.85	0.00007299	progressive	192x384
295	0.001591	31.785169	0.895897	0.85	0.00007239	progressive	192x384
296	0.001708	29.630962	0.895154	0.84	0.00007179	progressive	192x384
297	0.001692	31.381819	0.894810	0.85	0.00007119	progressive	192x384
298	0.001579	31.225542	0.891783	0.84	0.00007059	progressive	192x384
299	0.001591	30.844415	0.893477	0.84	0.00006999	progressive	192x384
300	0.001539	30.906910	0.892339	1.00	0.00006940	progressive	192x384
301	0.001618	30.208701	0.893184	0.85	0.00006880	progressive	192x384
302	0.001654	31.562870	0.896119	0.84	0.00006821	progressive	192x384
303	0.001456	31.454426	0.896030	0.84	0.00006762	progressive	192x384
304	0.001598	30.835067	0.891729	0.85	0.00006703	progressive	192x384
305	0.001596	31.682520	0.896556	0.84	0.00006644	progressive	192x384
306	0.001616	31.353279	0.893873	0.85	0.00006585	progressive	192x384
307	0.001621	31.335428	0.895161	0.84	0.00006526	progressive	192x384
308	0.001553	31.449255	0.894057	0.85	0.00006468	progressive	192x384
309	0.001614	29.207603	0.894908	0.83	0.00006409	progressive	192x384
310	0.001622	31.622874	0.894505	0.85	0.00006351	progressive	192x384
311	0.001557	30.247539	0.894957	0.84	0.00006293	progressive	192x384
312	0.001579	31.582982	0.896054	0.83	0.00006235	progressive	192x384
313	0.001860	31.391983	0.896705	0.84	0.00006177	progressive	192x384
314	0.001645	31.160411	0.894784	0.84	0.00006120	progressive	192x384
315	0.001599	31.227823	0.892546	0.84	0.00006062	progressive	192x384
316	0.001493	31.269224	0.893621	0.84	0.00006005	progressive	192x384
317	0.001516	31.252766	0.896946	0.84	0.00005948	progressive	192x384
318	0.001620	30.921350	0.896586	0.84	0.00005891	progressive	192x384
319	0.001625	31.476189	0.897074	0.85	0.00005834	progressive	192x384
320	0.001559	31.349095	0.896574	0.84	0.00005777	progressive	192x384
321	0.001513	31.041352	0.894606	0.83	0.00005721	progressive	192x384
322	0.001521	31.375325	0.894722	0.84	0.00005664	progressive	192x384
323	0.001496	30.516961	0.893475	0.84	0.00005608	progressive	192x384
324	0.001464	31.535436	0.898274	0.85	0.00005552	progressive	192x384
325	0.001507	32.056140	0.896480	0.85	0.00005497	progressive	192x384
326	0.001420	31.488549	0.895835	0.85	0.00005441	progressive	192x384
327	0.001469	31.360898	0.892561	0.85	0.00005386	progressive	192x384
328	0.001558	30.152788	0.889072	0.85	0.00005330	progressive	192x384
329	0.001762	31.013809	0.896819	0.84	0.00005275	progressive	192x384
330	0.001505	31.206538	0.896926	0.85	0.00005220	progressive	192x384
331	0.001500	30.872680	0.895588	0.83	0.00005166	progressive	192x384
